Barcode 1,Barcode 2,Distância Bottleneck
12a,53a,33.000000
12a,53b,31.000000
12a,54a,56.000000
12a,54b,48.000000
12a,55a,42.000000
12a,55b,55.000000
12a,56a,35.000000
12a,56b,37.000000
12a,57a,47.000000
12a,57b,56.000000
12a,58a,56.000000
12a,58b,56.000000
12a,59a,35.000000
12a,59b,43.000000
12a,5a,45.000000
12a,5b,49.000000
12a,60a,39.000000
12a,60b,55.000000
12a,61a,55.000000
12a,61b,54.000000
12a,62a,55.000000
12a,62b,56.000000
12a,63a,47.000000
12a,63b,45.000000
12a,64a,55.000000
12a,64b,55.000000
12a,65a,46.000000
12a,65b,83.000000
12a,66a,52.000000
12a,66b,56.000000
12a,67a,45.000000
12a,67b,48.000000
12a,68a,54.000000
12a,68b,56.000000
12a,69a,46.000000
12a,69b,52.000000
12a,6a,56.000000
12a,6b,52.000000
12a,70a,48.000000
12a,70b,56.000000
12a,71a,43.000000
12a,71b,51.000000
12a,72a,53.000000
12a,72b,56.000000
12a,73a,49.000000
12a,73b,54.000000
12a,74a,50.000000
12a,74b,53.000000
12a,75a,33.000000
12a,75b,33.000000
12a,76a,52.000000
12a,76b,53.000000
12a,77a,34.000000
12a,77b,50.000000
12a,78a,37.000000
12a,78b,56.000000
12a,79a,55.000000
12a,79b,53.000000
12a,7a,44.000000
12a,7b,32.000000
12a,80a,49.000000
12a,80b,55.000000
12a,81a,41.000000
12a,81b,51.000000
12a,82a,49.000000
12a,82b,55.000000
12a,83a,54.000000
12a,83b,56.000000
12a,84a,44.000000
12a,84b,55.000000
12a,85a,56.000000
12a,85b,56.000000
12a,86a,50.000000
12a,86b,55.000000
12a,87a,41.000000
12a,87b,56.000000
12a,88a,34.000000
12a,88b,48.000000
12a,89a,55.000000
12a,89b,46.000000
12a,8a,54.000000
12a,8b,55.000000
12a,90a,48.000000
12a,90b,49.000000
12a,91a,46.000000
12a,91b,55.000000
12a,92a,55.000000
12a,92b,46.000000
12a,93a,33.000000
12a,93b,47.000000
12a,94a,42.000000
12a,94b,49.000000
12a,95a,53.000000
12a,95b,32.000000
12a,96a,56.000000
12a,96b,56.000000
12a,97a,53.000000
12a,97b,55.000000
12a,98a,38.000000
12a,98b,49.000000
12a,99a,56.000000
12a,99b,54.000000
12a,9a,55.000000
12a,9b,53.000000
12b,13a,57.000000
12b,13b,63.000000
12b,14a,27.000000
12b,14b,34.000000
12b,15a,49.000000
12b,15b,61.000000
12b,16a,63.000000
12b,16b,62.000000
12b,17a,60.000000
12b,17b,58.000000
12b,18a,36.000000
12b,18b,66.500000
12b,19a,51.000000
12b,19b,64.000000
12b,1a,66.500000
12b,1b,65.000000
12b,20a,62.000000
12b,20b,53.000000
12b,21a,29.000000
12b,21b,46.000000
12b,22a,60.000000
12b,22b,49.000000
12b,23a,20.000000
12b,23b,64.000000
12b,24a,31.000000
12b,24b,50.000000
12b,25a,51.000000
12b,25b,63.000000
12b,26a,61.000000
12b,26b,48.000000
12b,27a,57.000000
12b,27b,34.000000
12b,28a,54.000000
12b,28b,66.000000
12b,29a,49.000000
12b,29b,59.000000
12b,2a,59.000000
12b,2b,61.000000
12b,30a,35.000000
12b,30b,30.000000
12b,31a,64.000000
12b,31b,63.000000
12b,32a,59.000000
12b,32b,60.000000
12b,33a,66.000000
12b,33b,55.000000
12b,34a,64.000000
12b,34b,65.000000
12b,35a,65.000000
12b,35b,66.000000
12b,36a,49.000000
12b,36b,33.000000
12b,37a,55.000000
12b,37b,50.000000
12b,38a,63.000000
12b,38b,66.500000
12b,39a,57.000000
12b,39b,61.000000
12b,3a,64.000000
12b,3b,58.000000
12b,40a,55.000000
12b,40b,49.000000
12b,41a,56.000000
12b,41b,45.000000
12b,42a,58.000000
12b,42b,65.000000
12b,43a,64.000000
12b,43b,66.000000
12b,44a,65.000000
12b,44b,48.000000
12b,45a,54.000000
12b,45b,66.000000
12b,46a,61.000000
12b,46b,50.000000
12b,47a,66.500000
12b,47b,48.000000
12b,48a,58.000000
12b,48b,57.000000
12b,49a,56.000000
12b,49b,66.000000
12b,4a,54.000000
12b,4b,56.000000
12b,50a,65.000000
12b,50b,37.000000
12b,51a,63.000000
12b,51b,64.000000
12b,52a,66.000000
12b,52b,59.000000
12b,53a,63.000000
12b,53b,61.000000
12b,54a,64.000000
12b,54b,64.000000
12b,55a,52.000000
12b,55b,39.000000
12b,56a,51.000000
12b,56b,43.000000
12b,57a,60.000000
12b,57b,42.000000
12b,58a,66.500000
12b,58b,58.000000
12b,59a,58.000000
12b,59b,37.000000
12b,5a,47.000000
12b,5b,56.000000
12b,60a,65.000000
12b,60b,57.000000
12b,61a,54.000000
12b,61b,33.000000
12b,62a,58.000000
12b,62b,66.500000
12b,63a,66.000000
12b,63b,37.000000
12b,64a,58.000000
12b,64b,36.000000
12b,65a,66.500000
12b,65b,35.000000
12b,66a,59.000000
12b,66b,65.000000
12b,67a,66.500000
12b,67b,66.000000
12b,68a,56.000000
12b,68b,65.000000
12b,69a,62.000000
12b,69b,62.000000
12b,6a,63.000000
12b,6b,64.000000
12b,70a,60.000000
12b,70b,52.000000
12b,71a,55.000000
12b,71b,55.000000
12b,72a,51.000000
12b,72b,64.000000
12b,73a,62.000000
12b,73b,57.000000
12b,74a,51.000000
12b,74b,64.000000
12b,75a,60.000000
12b,75b,60.000000
12b,76a,65.000000
12b,76b,61.000000
12b,77a,53.000000
12b,77b,39.000000
12b,78a,60.000000
12b,78b,65.000000
12b,79a,66.000000
12b,79b,62.000000
12b,7a,37.000000
12b,7b,51.000000
12b,80a,62.000000
12b,80b,54.000000
12b,81a,61.000000
12b,81b,58.000000
12b,82a,62.000000
12b,82b,43.000000
12b,83a,65.000000
12b,83b,61.000000
12b,84a,62.000000
12b,84b,61.000000
12b,85a,62.000000
12b,85b,65.000000
12b,86a,63.000000
12b,86b,66.000000
12b,87a,50.000000
12b,87b,55.000000
12b,88a,62.000000
12b,88b,58.000000
12b,89a,54.000000
12b,89b,45.000000
12b,8a,61.000000
12b,8b,45.000000
12b,90a,38.000000
12b,90b,36.000000
12b,91a,66.000000
12b,91b,65.000000
12b,92a,51.000000
12b,92b,65.000000
12b,93a,58.000000
12b,93b,62.000000
12b,94a,65.000000
12b,94b,65.000000
12b,95a,65.000000
12b,95b,54.000000
12b,96a,48.000000
12b,96b,47.000000
12b,97a,52.000000
12b,97b,43.000000
12b,98a,53.000000
12b,98b,57.000000
12b,99a,62.000000
12b,99b,65.000000
12b,9a,62.000000
12b,9b,65.000000
13a,13b,27.000000
13a,14a,67.000000
13a,14b,54.000000
13a,15a,21.000000
13a,15b,17.000000
13a,16a,19.000000
13a,16b,26.000000
13a,17a,27.000000
13a,17b,26.000000
13a,18a,24.000000
13a,18b,24.000000
13a,19a,27.000000
13a,19b,27.000000
13a,1a,23.000000
13a,1b,23.000000
13a,20a,21.000000
13a,20b,25.000000
13a,21a,48.000000
13a,21b,39.000000
13a,22a,24.000000
13a,22b,24.000000
13a,23a,55.000000
13a,23b,27.000000
13a,24a,32.000000
13a,24b,49.000000
13a,25a,36.000000
13a,25b,26.000000
13a,26a,31.000000
13a,26b,37.000000
13a,27a,24.000000
13a,27b,27.000000
13a,28a,24.000000
13a,28b,27.000000
13a,29a,32.000000
13a,29b,19.000000
13a,2a,21.000000
13a,2b,18.000000
13a,30a,26.500000
13a,30b,31.000000
13a,31a,26.000000
13a,31b,24.000000
13a,32a,25.000000
13a,32b,21.000000
13a,33a,25.000000
13a,33b,26.000000
13a,34a,26.000000
13a,34b,21.000000
13a,35a,27.000000
13a,35b,25.000000
13a,36a,26.000000
13a,36b,50.000000
13a,37a,34.500000
13a,37b,21.000000
13a,38a,17.000000
13a,38b,25.000000
13a,39a,25.000000
13a,39b,25.000000
13a,3a,29.000000
13a,3b,30.000000
13a,40a,25.500000
13a,40b,27.000000
13a,41a,23.000000
13a,41b,56.000000
13a,42a,22.000000
13a,42b,22.000000
13a,43a,22.000000
13a,43b,24.000000
13a,44a,21.000000
13a,44b,26.000000
13a,45a,27.000000
13a,45b,25.000000
13a,46a,27.000000
13a,46b,26.000000
13a,47a,25.000000
13a,47b,27.000000
13a,48a,17.000000
13a,48b,28.000000
13a,49a,20.000000
13a,49b,25.000000
13a,4a,20.000000
13a,4b,29.000000
13a,50a,24.000000
13a,50b,25.000000
13a,51a,27.000000
13a,51b,20.000000
13a,52a,20.000000
13a,52b,24.000000
13a,53a,20.000000
13a,53b,26.000000
13a,54a,18.000000
13a,54b,32.000000
13a,55a,33.000000
13a,55b,38.000000
13a,56a,25.000000
13a,56b,42.000000
13a,57a,25.000000
13a,57b,43.000000
13a,58a,27.000000
13a,58b,27.000000
13a,59a,40.000000
13a,59b,48.000000
13a,5a,37.000000
13a,5b,29.000000
13a,60a,22.000000
13a,60b,28.000000
13a,61a,28.000000
13a,61b,52.000000
13a,62a,27.000000
13a,62b,25.000000
13a,63a,24.000000
13a,63b,38.000000
13a,64a,24.000000
13a,64b,50.000000
13a,65a,20.000000
13a,65b,92.000000
13a,66a,24.000000
13a,66b,23.000000
13a,67a,21.000000
13a,67b,21.000000
13a,68a,25.000000
13a,68b,27.000000
13a,69a,23.000000
13a,69b,27.000000
13a,6a,27.000000
13a,6b,25.000000
13a,70a,22.000000
13a,70b,33.000000
13a,71a,26.000000
13a,71b,30.000000
13a,72a,42.000000
13a,72b,27.000000
13a,73a,23.000000
13a,73b,27.000000
13a,74a,20.000000
13a,74b,20.000000
13a,75a,32.000000
13a,75b,26.000000
13a,76a,20.000000
13a,76b,19.000000
13a,77a,23.000000
13a,77b,72.000000
13a,78a,27.000000
13a,78b,27.000000
13a,79a,27.000000
13a,79b,27.000000
13a,7a,38.000000
13a,7b,47.000000
13a,80a,23.000000
13a,80b,27.000000
13a,81a,26.000000
13a,81b,22.000000
13a,82a,26.000000
13a,82b,27.000000
13a,83a,22.000000
13a,83b,25.000000
13a,84a,27.000000
13a,84b,27.000000
13a,85a,23.000000
13a,85b,26.000000
13a,86a,21.000000
13a,86b,24.000000
13a,87a,35.000000
13a,87b,25.000000
13a,88a,26.000000
13a,88b,30.000000
13a,89a,23.000000
13a,89b,25.000000
13a,8a,19.000000
13a,8b,38.000000
13a,90a,30.000000
13a,90b,37.000000
13a,91a,18.000000
13a,91b,21.000000
13a,92a,27.000000
13a,92b,27.000000
13a,93a,24.000000
13a,93b,24.000000
13a,94a,27.000000
13a,94b,24.500000
13a,95a,22.000000
13a,95b,39.000000
13a,96a,49.000000
13a,96b,26.000000
13a,97a,23.000000
13a,97b,21.000000
13a,98a,37.000000
13a,98b,27.000000
13a,99a,24.000000
13a,99b,24.000000
13a,9a,25.000000
13a,9b,24.000000
13b,14a,64.000000
13b,14b,53.000000
13b,15a,23.000000
13b,15b,26.000000
13b,16a,32.000000
13b,16b,25.000000
13b,17a,21.000000
13b,17b,19.000000
13b,18a,27.000000
13b,18b,28.000000
13b,19a,27.000000
13b,19b,23.000000
13b,1a,24.000000
13b,1b,17.000000
13b,20a,18.000000
13b,20b,19.000000
13b,21a,48.000000
13b,21b,37.000000
13b,22a,26.000000
13b,22b,22.000000
13b,23a,55.000000
13b,23b,29.000000
13b,24a,35.000000
13b,24b,43.000000
13b,25a,30.000000
13b,25b,25.000000
13b,26a,37.000000
13b,26b,31.000000
13b,27a,19.000000
13b,27b,29.000000
13b,28a,22.000000
13b,28b,26.000000
13b,29a,28.000000
13b,29b,25.000000
13b,2a,21.000000
13b,2b,17.000000
13b,30a,29.000000
13b,30b,38.000000
13b,31a,22.000000
13b,31b,20.000000
13b,32a,23.000000
13b,32b,18.000000
13b,33a,23.000000
13b,33b,23.000000
13b,34a,24.000000
13b,34b,16.000000
13b,35a,21.000000
13b,35b,30.000000
13b,36a,38.000000
13b,36b,46.000000
13b,37a,25.000000
13b,37b,25.000000
13b,38a,22.000000
13b,38b,21.000000
13b,39a,23.000000
13b,39b,29.000000
13b,3a,32.000000
13b,3b,28.000000
13b,40a,29.000000
13b,40b,30.000000
13b,41a,20.000000
13b,41b,54.000000
13b,42a,18.000000
13b,42b,16.000000
13b,43a,26.000000
13b,43b,16.000000
13b,44a,21.000000
13b,44b,28.000000
13b,45a,25.000000
13b,45b,21.000000
13b,46a,23.000000
13b,46b,26.000000
13b,47a,28.000000
13b,47b,35.000000
13b,48a,16.000000
13b,48b,30.000000
13b,49a,27.000000
13b,49b,21.000000
13b,4a,22.000000
13b,4b,25.000000
13b,50a,37.000000
13b,50b,30.000000
13b,51a,22.000000
13b,51b,22.000000
13b,52a,23.000000
13b,52b,16.000000
13b,53a,28.000000
13b,53b,27.000000
13b,54a,20.000000
13b,54b,34.000000
13b,55a,27.000000
13b,55b,32.000000
13b,56a,38.000000
13b,56b,36.000000
13b,57a,21.000000
13b,57b,37.000000
13b,58a,30.000000
13b,58b,20.000000
13b,59a,38.000000
13b,59b,43.000000
13b,5a,32.000000
13b,5b,24.000000
13b,60a,26.000000
13b,60b,23.000000
13b,61a,25.000000
13b,61b,46.000000
13b,62a,22.000000
13b,62b,24.000000
13b,63a,35.000000
13b,63b,34.000000
13b,64a,21.000000
13b,64b,44.000000
13b,65a,41.000000
13b,65b,91.000000
13b,66a,31.000000
13b,66b,23.000000
13b,67a,24.000000
13b,67b,24.000000
13b,68a,27.000000
13b,68b,19.000000
13b,69a,24.000000
13b,69b,26.000000
13b,6a,19.000000
13b,6b,20.000000
13b,70a,21.000000
13b,70b,28.000000
13b,71a,30.000000
13b,71b,29.000000
13b,72a,36.000000
13b,72b,12.000000
13b,73a,34.000000
13b,73b,22.000000
13b,74a,16.000000
13b,74b,27.000000
13b,75a,41.000000
13b,75b,25.000000
13b,76a,26.000000
13b,76b,24.000000
13b,77a,28.000000
13b,77b,77.000000
13b,78a,20.000000
13b,78b,25.000000
13b,79a,24.000000
13b,79b,16.000000
13b,7a,35.000000
13b,7b,44.000000
13b,80a,26.000000
13b,80b,23.000000
13b,81a,29.000000
13b,81b,25.000000
13b,82a,20.000000
13b,82b,27.000000
13b,83a,16.000000
13b,83b,31.000000
13b,84a,25.000000
13b,84b,20.000000
13b,85a,26.000000
13b,85b,25.000000
13b,86a,24.000000
13b,86b,25.000000
13b,87a,31.000000
13b,87b,21.000000
13b,88a,28.000000
13b,88b,35.000000
13b,89a,24.000000
13b,89b,27.000000
13b,8a,22.000000
13b,8b,34.000000
13b,90a,31.000000
13b,90b,36.000000
13b,91a,25.000000
13b,91b,30.000000
13b,92a,24.000000
13b,92b,17.000000
13b,93a,23.000000
13b,93b,23.000000
13b,94a,20.000000
13b,94b,34.000000
13b,95a,29.000000
13b,95b,46.000000
13b,96a,43.000000
13b,96b,25.000000
13b,97a,23.000000
13b,97b,28.000000
13b,98a,43.000000
13b,98b,34.000000
13b,99a,27.000000
13b,99b,26.000000
13b,9a,24.000000
13b,9b,14.000000
14a,14b,49.000000
14a,15a,58.000000
14a,15b,68.000000
14a,16a,63.000000
14a,16b,71.000000
14a,17a,71.000000
14a,17b,56.000000
14a,18a,46.000000
14a,18b,57.000000
14a,19a,60.000000
14a,19b,50.000000
14a,1a,73.000000
14a,1b,72.000000
14a,20a,72.000000
14a,20b,73.000000
14a,21a,38.000000
14a,21b,73.000000
14a,22a,57.000000
14a,22b,59.000000
14a,23a,44.000000
14a,23b,66.000000
14a,24a,54.000000
14a,24b,58.000000
14a,25a,63.000000
14a,25b,64.000000
14a,26a,61.000000
14a,26b,70.000000
14a,27a,61.000000
14a,27b,61.000000
14a,28a,62.000000
14a,28b,69.000000
14a,29a,36.000000
14a,29b,70.000000
14a,2a,69.000000
14a,2b,68.000000
14a,30a,62.000000
14a,30b,53.000000
14a,31a,72.000000
14a,31b,67.000000
14a,32a,73.000000
14a,32b,73.000000
14a,33a,63.000000
14a,33b,62.000000
14a,34a,71.000000
14a,34b,70.000000
14a,35a,64.000000
14a,35b,70.000000
14a,36a,64.000000
14a,36b,60.000000
14a,37a,43.000000
14a,37b,73.000000
14a,38a,68.000000
14a,38b,71.000000
14a,39a,68.000000
14a,39b,47.000000
14a,3a,69.000000
14a,3b,70.000000
14a,40a,66.000000
14a,40b,57.000000
14a,41a,66.000000
14a,41b,56.000000
14a,42a,57.000000
14a,42b,66.000000
14a,43a,73.000000
14a,43b,73.000000
14a,44a,64.000000
14a,44b,53.000000
14a,45a,68.000000
14a,45b,69.000000
14a,46a,54.000000
14a,46b,49.000000
14a,47a,58.000000
14a,47b,60.000000
14a,48a,73.000000
14a,48b,61.000000
14a,49a,73.000000
14a,49b,72.000000
14a,4a,71.000000
14a,4b,69.000000
14a,50a,72.000000
14a,50b,64.000000
14a,51a,56.000000
14a,51b,71.000000
14a,52a,65.000000
14a,52b,61.000000
14a,53a,61.000000
14a,53b,58.000000
14a,54a,56.000000
14a,54b,73.000000
14a,55a,53.000000
14a,55b,55.000000
14a,56a,53.000000
14a,56b,61.000000
14a,57a,73.000000
14a,57b,69.000000
14a,58a,73.000000
14a,58b,67.000000
14a,59a,44.000000
14a,59b,47.000000
14a,5a,64.000000
14a,5b,59.000000
14a,60a,70.000000
14a,60b,73.000000
14a,61a,64.000000
14a,61b,60.000000
14a,62a,73.000000
14a,62b,67.000000
14a,63a,66.000000
14a,63b,63.000000
14a,64a,69.000000
14a,64b,62.000000
14a,65a,72.000000
14a,65b,49.000000
14a,66a,64.000000
14a,66b,73.000000
14a,67a,72.000000
14a,67b,69.000000
14a,68a,66.000000
14a,68b,70.000000
14a,69a,73.000000
14a,69b,73.000000
14a,6a,71.000000
14a,6b,63.000000
14a,70a,64.000000
14a,70b,71.000000
14a,71a,48.000000
14a,71b,61.000000
14a,72a,70.000000
14a,72b,72.000000
14a,73a,56.000000
14a,73b,61.000000
14a,74a,65.000000
14a,74b,66.000000
14a,75a,59.000000
14a,75b,65.000000
14a,76a,68.000000
14a,76b,68.000000
14a,77a,68.000000
14a,77b,42.000000
14a,78a,71.000000
14a,78b,71.000000
14a,79a,72.000000
14a,79b,70.000000
14a,7a,64.000000
14a,7b,48.000000
14a,80a,69.000000
14a,80b,64.000000
14a,81a,57.000000
14a,81b,72.000000
14a,82a,67.000000
14a,82b,57.000000
14a,83a,70.000000
14a,83b,69.000000
14a,84a,68.000000
14a,84b,73.000000
14a,85a,64.000000
14a,85b,61.000000
14a,86a,73.000000
14a,86b,70.000000
14a,87a,65.000000
14a,87b,73.000000
14a,88a,59.000000
14a,88b,55.000000
14a,89a,65.000000
14a,89b,48.000000
14a,8a,70.000000
14a,8b,71.000000
14a,90a,56.000000
14a,90b,63.000000
14a,91a,70.000000
14a,91b,73.000000
14a,92a,60.000000
14a,92b,73.000000
14a,93a,60.000000
14a,93b,72.000000
14a,94a,66.000000
14a,94b,73.000000
14a,95a,60.000000
14a,95b,48.000000
14a,96a,63.000000
14a,96b,73.000000
14a,97a,71.000000
14a,97b,64.000000
14a,98a,49.000000
14a,98b,73.000000
14a,99a,72.000000
14a,99b,72.000000
14a,9a,73.000000
14a,9b,69.000000
14b,15a,38.000000
14b,15b,48.000000
14b,16a,52.000000
14b,16b,49.000000
14b,17a,48.000000
14b,17b,45.000000
14b,18a,35.000000
14b,18b,52.000000
14b,19a,51.000000
14b,19b,52.000000
14b,1a,53.000000
14b,1b,46.000000
14b,20a,54.000000
14b,20b,44.000000
14b,21a,28.000000
14b,21b,38.000000
14b,22a,51.000000
14b,22b,48.000000
14b,23a,33.000000
14b,23b,47.000000
14b,24a,34.000000
14b,24b,50.000000
14b,25a,46.000000
14b,25b,52.000000
14b,26a,51.000000
14b,26b,39.000000
14b,27a,46.000000
14b,27b,42.000000
14b,28a,48.000000
14b,28b,48.000000
14b,29a,37.000000
14b,29b,50.000000
14b,2a,50.000000
14b,2b,49.000000
14b,30a,33.000000
14b,30b,34.000000
14b,31a,42.000000
14b,31b,52.000000
14b,32a,50.000000
14b,32b,46.000000
14b,33a,55.000000
14b,33b,51.000000
14b,34a,54.000000
14b,34b,55.500000
14b,35a,50.000000
14b,35b,52.000000
14b,36a,46.000000
14b,36b,39.000000
14b,37a,35.000000
14b,37b,40.000000
14b,38a,51.000000
14b,38b,52.000000
14b,39a,44.000000
14b,39b,48.000000
14b,3a,46.000000
14b,3b,45.000000
14b,40a,46.000000
14b,40b,35.000000
14b,41a,46.000000
14b,41b,51.000000
14b,42a,53.000000
14b,42b,54.000000
14b,43a,49.000000
14b,43b,53.000000
14b,44a,49.000000
14b,44b,48.000000
14b,45a,32.000000
14b,45b,55.500000
14b,46a,51.000000
14b,46b,50.000000
14b,47a,55.000000
14b,47b,42.000000
14b,48a,52.000000
14b,48b,40.000000
14b,49a,45.000000
14b,49b,47.000000
14b,4a,47.000000
14b,4b,39.000000
14b,50a,51.000000
14b,50b,35.000000
14b,51a,42.000000
14b,51b,51.000000
14b,52a,50.000000
14b,52b,46.000000
14b,53a,51.000000
14b,53b,46.000000
14b,54a,52.000000
14b,54b,55.500000
14b,55a,47.000000
14b,55b,48.000000
14b,56a,44.000000
14b,56b,34.000000
14b,57a,38.000000
14b,57b,42.000000
14b,58a,54.000000
14b,58b,55.000000
14b,59a,50.000000
14b,59b,42.000000
14b,5a,36.000000
14b,5b,34.000000
14b,60a,43.000000
14b,60b,42.000000
14b,61a,42.000000
14b,61b,32.000000
14b,62a,50.000000
14b,62b,52.000000
14b,63a,50.000000
14b,63b,46.000000
14b,64a,53.000000
14b,64b,36.000000
14b,65a,53.000000
14b,65b,42.000000
14b,66a,55.000000
14b,66b,49.000000
14b,67a,54.000000
14b,67b,47.000000
14b,68a,39.000000
14b,68b,53.000000
14b,69a,47.000000
14b,69b,49.000000
14b,6a,53.000000
14b,6b,46.000000
14b,70a,50.000000
14b,70b,33.000000
14b,71a,55.000000
14b,71b,34.000000
14b,72a,51.000000
14b,72b,52.000000
14b,73a,47.000000
14b,73b,43.000000
14b,74a,37.000000
14b,74b,49.000000
14b,75a,38.000000
14b,75b,43.000000
14b,76a,52.000000
14b,76b,50.000000
14b,77a,49.000000
14b,77b,42.000000
14b,78a,44.000000
14b,78b,49.000000
14b,79a,48.000000
14b,79b,45.000000
14b,7a,38.000000
14b,7b,51.000000
14b,80a,40.000000
14b,80b,49.000000
14b,81a,52.000000
14b,81b,50.000000
14b,82a,50.000000
14b,82b,43.000000
14b,83a,50.000000
14b,83b,51.000000
14b,84a,48.000000
14b,84b,55.000000
14b,85a,49.000000
14b,85b,51.000000
14b,86a,51.000000
14b,86b,55.000000
14b,87a,41.000000
14b,87b,33.000000
14b,88a,51.000000
14b,88b,45.000000
14b,89a,38.000000
14b,89b,45.000000
14b,8a,40.000000
14b,8b,37.000000
14b,90a,33.000000
14b,90b,41.000000
14b,91a,45.000000
14b,91b,43.000000
14b,92a,51.000000
14b,92b,53.000000
14b,93a,55.000000
14b,93b,53.000000
14b,94a,52.000000
14b,94b,51.000000
14b,95a,53.000000
14b,95b,54.000000
14b,96a,48.000000
14b,96b,41.000000
14b,97a,42.000000
14b,97b,41.000000
14b,98a,46.000000
14b,98b,52.000000
14b,99a,43.000000
14b,99b,52.000000
14b,9a,49.000000
14b,9b,53.000000
15a,15b,19.000000
15a,16a,28.000000
15a,16b,26.000000
15a,17a,21.000000
15a,17b,25.000000
15a,18a,18.000000
15a,18b,23.000000
15a,19a,22.000000
15a,19b,26.000000
15a,1a,24.000000
15a,1b,27.000000
15a,20a,22.000000
15a,20b,29.000000
15a,21a,30.000000
15a,21b,38.000000
15a,22a,21.000000
15a,22b,26.000000
15a,23a,36.000000
15a,23b,24.000000
15a,24a,23.000000
15a,24b,48.000000
15a,25a,35.000000
15a,25b,23.000000
15a,26a,36.000000
15a,26b,36.000000
15a,27a,26.000000
15a,27b,20.000000
15a,28a,23.000000
15a,28b,28.000000
15a,29a,28.000000
15a,29b,23.000000
15a,2a,22.000000
15a,2b,23.000000
15a,30a,25.000000
15a,30b,27.000000
15a,31a,25.000000
15a,31b,19.000000
15a,32a,24.000000
15a,32b,24.000000
15a,33a,20.000000
15a,33b,22.000000
15a,34a,23.000000
15a,34b,23.000000
15a,35a,25.000000
15a,35b,26.000000
15a,36a,34.000000
15a,36b,38.000000
15a,37a,25.000000
15a,37b,23.000000
15a,38a,26.000000
15a,38b,24.000000
15a,39a,23.000000
15a,39b,25.000000
15a,3a,20.000000
15a,3b,28.000000
15a,40a,21.000000
15a,40b,22.000000
15a,41a,27.000000
15a,41b,51.000000
15a,42a,22.000000
15a,42b,20.000000
15a,43a,25.000000
15a,43b,25.000000
15a,44a,20.000000
15a,44b,22.000000
15a,45a,23.000000
15a,45b,29.500000
15a,46a,27.000000
15a,46b,21.000000
15a,47a,23.000000
15a,47b,31.000000
15a,48a,23.000000
15a,48b,31.000000
15a,49a,21.000000
15a,49b,21.000000
15a,4a,23.000000
15a,4b,28.000000
15a,50a,25.000000
15a,50b,29.000000
15a,51a,21.000000
15a,51b,23.000000
15a,52a,23.000000
15a,52b,20.000000
15a,53a,21.000000
15a,53b,25.000000
15a,54a,23.000000
15a,54b,31.000000
15a,55a,32.000000
15a,55b,37.000000
15a,56a,32.000000
15a,56b,40.000000
15a,57a,24.000000
15a,57b,33.000000
15a,58a,24.000000
15a,58b,24.000000
15a,59a,22.000000
15a,59b,41.000000
15a,5a,30.000000
15a,5b,22.000000
15a,60a,23.000000
15a,60b,38.000000
15a,61a,24.000000
15a,61b,51.000000
15a,62a,26.000000
15a,62b,24.000000
15a,63a,27.000000
15a,63b,35.000000
15a,64a,24.000000
15a,64b,40.000000
15a,65a,38.000000
15a,65b,73.000000
15a,66a,21.000000
15a,66b,24.000000
15a,67a,28.000000
15a,67b,22.000000
15a,68a,24.000000
15a,68b,32.000000
15a,69a,21.000000
15a,69b,22.000000
15a,6a,24.000000
15a,6b,25.000000
15a,70a,19.000000
15a,70b,32.000000
15a,71a,24.000000
15a,71b,29.000000
15a,72a,41.000000
15a,72b,24.000000
15a,73a,22.000000
15a,73b,24.000000
15a,74a,26.000000
15a,74b,25.000000
15a,75a,30.000000
15a,75b,30.000000
15a,76a,22.000000
15a,76b,23.000000
15a,77a,20.000000
15a,77b,56.000000
15a,78a,24.000000
15a,78b,24.000000
15a,79a,23.000000
15a,79b,22.000000
15a,7a,27.000000
15a,7b,29.000000
15a,80a,23.000000
15a,80b,24.000000
15a,81a,24.000000
15a,81b,20.000000
15a,82a,26.000000
15a,82b,24.000000
15a,83a,24.000000
15a,83b,26.000000
15a,84a,23.000000
15a,84b,24.000000
15a,85a,24.000000
15a,85b,24.000000
15a,86a,28.000000
15a,86b,27.000000
15a,87a,34.000000
15a,87b,33.000000
15a,88a,24.000000
15a,88b,35.000000
15a,89a,24.000000
15a,89b,22.000000
15a,8a,23.000000
15a,8b,26.000000
15a,90a,37.000000
15a,90b,26.000000
