Barcode 1,Barcode 2,Distância Bottleneck
77a,77b,73.000000
77a,78a,16.000000
77a,78b,31.000000
77a,79a,27.000000
77a,79b,31.000000
77a,7a,32.000000
77a,7b,31.000000
77a,80a,20.000000
77a,80b,28.000000
77a,81a,25.000000
77a,81b,29.000000
77a,82a,29.000000
77a,82b,25.000000
77a,83a,27.000000
77a,83b,39.000000
77a,84a,21.000000
77a,84b,30.000000
77a,85a,31.000000
77a,85b,30.000000
77a,86a,19.000000
77a,86b,30.000000
77a,87a,24.000000
77a,87b,29.000000
77a,88a,23.000000
77a,88b,35.000000
77a,89a,23.000000
77a,89b,27.000000
77a,8a,28.000000
77a,8b,36.000000
77a,90a,32.000000
77a,90b,31.000000
77a,91a,23.000000
77a,91b,22.000000
77a,92a,31.000000
77a,92b,28.000000
77a,93a,25.000000
77a,93b,20.000000
77a,94a,21.000000
77a,94b,24.000000
77a,95a,29.000000
77a,95b,32.000000
77a,96a,35.000000
77a,96b,31.000000
77a,97a,31.000000
77a,97b,32.000000
77a,98a,39.000000
77a,98b,38.000000
77a,99a,29.000000
77a,99b,31.000000
77a,9a,29.000000
77a,9b,28.000000
77b,78a,77.000000
77b,78b,73.000000
77b,79a,75.000000
77b,79b,64.000000
77b,7a,57.000000
77b,7b,53.000000
77b,80a,73.000000
77b,80b,68.000000
77b,81a,73.000000
77b,81b,68.000000
77b,82a,77.000000
77b,82b,50.000000
77b,83a,75.000000
77b,83b,70.000000
77b,84a,77.500000
77b,84b,74.000000
77b,85a,73.000000
77b,85b,77.000000
77b,86a,77.000000
77b,86b,75.000000
77b,87a,70.000000
77b,87b,75.000000
77b,88a,70.000000
77b,88b,60.000000
77b,89a,74.000000
77b,89b,50.000000
77b,8a,76.000000
77b,8b,65.000000
77b,90a,58.000000
77b,90b,56.000000
77b,91a,72.000000
77b,91b,77.500000
77b,92a,53.000000
77b,92b,77.500000
77b,93a,63.000000
77b,93b,73.000000
77b,94a,77.000000
77b,94b,76.000000
77b,95a,70.000000
77b,95b,56.000000
77b,96a,56.000000
77b,96b,67.000000
77b,97a,72.000000
77b,97b,57.000000
77b,98a,64.000000
77b,98b,73.000000
77b,99a,77.000000
77b,99b,72.000000
77b,9a,74.000000
77b,9b,75.000000
78a,78b,27.000000
78a,79a,22.000000
78a,79b,33.000000
78a,7a,38.000000
78a,7b,34.000000
78a,80a,18.000000
78a,80b,23.000000
78a,81a,30.000000
78a,81b,21.000000
78a,82a,16.000000
78a,82b,30.000000
78a,83a,21.000000
78a,83b,44.000000
78a,84a,24.000000
78a,84b,22.000000
78a,85a,40.000000
78a,85b,22.000000
78a,86a,25.000000
78a,86b,30.000000
78a,87a,19.000000
78a,87b,30.000000
78a,88a,15.000000
78a,88b,34.000000
78a,89a,31.000000
78a,89b,30.000000
78a,8a,24.000000
78a,8b,36.000000
78a,90a,33.000000
78a,90b,37.000000
78a,91a,34.000000
78a,91b,30.000000
78a,92a,24.000000
78a,92b,32.000000
78a,93a,36.000000
78a,93b,24.000000
78a,94a,14.000000
78a,94b,17.000000
78a,95a,23.000000
78a,95b,33.000000
78a,96a,24.000000
78a,96b,37.000000
78a,97a,20.500000
78a,97b,43.000000
78a,98a,42.000000
78a,98b,49.000000
78a,99a,22.000000
78a,99b,24.000000
78a,9a,25.000000
78a,9b,22.000000
78b,79a,25.000000
78b,79b,30.000000
78b,7a,30.000000
78b,7b,48.000000
78b,80a,21.000000
78b,80b,21.000000
78b,81a,27.000000
78b,81b,21.000000
78b,82a,22.000000
78b,82b,28.000000
78b,83a,21.000000
78b,83b,26.000000
78b,84a,24.000000
78b,84b,19.000000
78b,85a,29.000000
78b,85b,21.000000
78b,86a,22.000000
78b,86b,20.000000
78b,87a,37.000000
78b,87b,25.000000
78b,88a,28.000000
78b,88b,25.000000
78b,89a,22.000000
78b,89b,26.000000
78b,8a,24.000000
78b,8b,26.000000
78b,90a,32.000000
78b,90b,29.000000
78b,91a,20.000000
78b,91b,30.000000
78b,92a,25.000000
78b,92b,19.000000
78b,93a,27.000000
78b,93b,18.000000
78b,94a,23.000000
78b,94b,16.000000
78b,95a,26.000000
78b,95b,48.000000
78b,96a,51.000000
78b,96b,29.000000
78b,97a,24.000000
78b,97b,26.500000
78b,98a,44.500000
78b,98b,26.000000
78b,99a,25.000000
78b,99b,19.000000
78b,9a,27.000000
78b,9b,28.000000
79a,79b,25.000000
79a,7a,37.000000
79a,7b,49.000000
79a,80a,24.000000
79a,80b,21.000000
79a,81a,25.000000
79a,81b,22.000000
79a,82a,26.000000
79a,82b,30.000000
79a,83a,18.000000
79a,83b,40.000000
79a,84a,31.000000
79a,84b,24.000000
79a,85a,30.000000
79a,85b,19.000000
79a,86a,23.000000
79a,86b,23.000000
79a,87a,34.000000
79a,87b,33.000000
79a,88a,28.000000
79a,88b,39.000000
79a,89a,22.000000
79a,89b,28.000000
79a,8a,22.000000
79a,8b,37.000000
79a,90a,37.000000
79a,90b,38.000000
79a,91a,24.000000
79a,91b,29.000000
79a,92a,22.000000
79a,92b,22.000000
79a,93a,27.000000
79a,93b,26.000000
79a,94a,24.000000
79a,94b,32.000000
79a,95a,27.000000
79a,95b,45.000000
79a,96a,34.000000
79a,96b,27.000000
79a,97a,20.500000
79a,97b,33.000000
79a,98a,44.500000
79a,98b,40.000000
79a,99a,25.000000
79a,99b,21.000000
79a,9a,25.000000
79a,9b,18.000000
79b,7a,36.000000
79b,7b,48.000000
79b,80a,31.000000
79b,80b,22.000000
79b,81a,26.000000
79b,81b,25.000000
79b,82a,17.000000
79b,82b,23.000000
79b,83a,27.000000
79b,83b,26.000000
79b,84a,29.000000
79b,84b,25.000000
79b,85a,22.000000
79b,85b,25.000000
79b,86a,25.000000
79b,86b,23.000000
79b,87a,38.000000
79b,87b,25.000000
79b,88a,33.000000
79b,88b,40.000000
79b,89a,23.000000
79b,89b,26.000000
79b,8a,23.000000
79b,8b,22.000000
79b,90a,35.000000
79b,90b,34.000000
79b,91a,25.000000
79b,91b,30.000000
79b,92a,25.000000
79b,92b,22.000000
79b,93a,26.000000
79b,93b,30.000000
79b,94a,19.000000
79b,94b,39.000000
79b,95a,34.000000
79b,95b,48.000000
79b,96a,57.000000
79b,96b,20.000000
79b,97a,29.000000
79b,97b,23.000000
79b,98a,44.500000
79b,98b,27.000000
79b,99a,32.000000
79b,99b,24.000000
79b,9a,31.000000
79b,9b,21.000000
7a,7b,40.000000
7a,80a,25.000000
7a,80b,30.000000
7a,81a,33.000000
7a,81b,33.000000
7a,82a,35.000000
7a,82b,24.000000
7a,83a,35.000000
7a,83b,51.000000
7a,84a,32.000000
7a,84b,37.000000
7a,85a,43.000000
7a,85b,34.000000
7a,86a,36.000000
7a,86b,38.500000
7a,87a,31.000000
7a,87b,37.000000
7a,88a,35.000000
7a,88b,37.000000
7a,89a,34.000000
7a,89b,33.000000
7a,8a,27.000000
7a,8b,23.000000
7a,90a,26.000000
7a,90b,32.000000
7a,91a,37.000000
7a,91b,28.000000
7a,92a,32.000000
7a,92b,38.000000
7a,93a,39.000000
7a,93b,34.000000
7a,94a,38.500000
7a,94b,36.000000
7a,95a,38.000000
7a,95b,38.000000
7a,96a,37.000000
7a,96b,40.000000
7a,97a,22.000000
7a,97b,46.000000
7a,98a,37.000000
7a,98b,52.000000
7a,99a,29.000000
7a,99b,37.000000
7a,9a,37.000000
7a,9b,34.000000
7b,80a,44.000000
7b,80b,49.000000
7b,81a,30.000000
7b,81b,47.000000
7b,82a,44.000000
7b,82b,46.000000
7b,83a,47.000000
7b,83b,49.000000
7b,84a,41.000000
7b,84b,49.000000
7b,85a,49.000000
7b,85b,47.000000
7b,86a,47.000000
7b,86b,47.000000
7b,87a,31.000000
7b,87b,46.000000
7b,88a,22.000000
7b,88b,44.000000
7b,89a,46.000000
7b,89b,35.000000
7b,8a,47.000000
7b,8b,48.000000
7b,90a,37.000000
7b,90b,46.000000
7b,91a,43.000000
7b,91b,49.000000
7b,92a,45.000000
7b,92b,43.000000
7b,93a,32.000000
7b,93b,44.000000
7b,94a,39.000000
7b,94b,44.000000
7b,95a,42.000000
7b,95b,24.000000
7b,96a,48.000000
7b,96b,48.000000
7b,97a,48.000000
7b,97b,47.000000
7b,98a,38.000000
7b,98b,46.000000
7b,99a,48.000000
7b,99b,49.000000
7b,9a,48.000000
7b,9b,42.000000
80a,80b,22.000000
80a,81a,29.000000
80a,81b,21.000000
80a,82a,19.000000
80a,82b,28.000000
80a,83a,22.000000
80a,83b,38.000000
80a,84a,18.500000
80a,84b,22.000000
80a,85a,31.000000
80a,85b,23.000000
80a,86a,19.000000
80a,86b,21.000000
80a,87a,22.000000
80a,87b,29.000000
80a,88a,24.000000
80a,88b,44.000000
80a,89a,19.000000
80a,89b,26.000000
80a,8a,25.000000
80a,8b,23.000000
80a,90a,33.000000
80a,90b,26.000000
80a,91a,22.000000
80a,91b,24.000000
80a,92a,20.000000
80a,92b,22.000000
80a,93a,24.000000
80a,93b,21.000000
80a,94a,16.000000
80a,94b,19.000000
80a,95a,17.000000
80a,95b,36.000000
80a,96a,36.000000
80a,96b,30.000000
80a,97a,18.000000
80a,97b,31.000000
80a,98a,38.000000
80a,98b,40.000000
80a,99a,18.000000
80a,99b,25.000000
80a,9a,31.000000
80a,9b,29.000000
80b,81a,29.000000
80b,81b,17.000000
80b,82a,26.000000
80b,82b,24.000000
80b,83a,19.000000
80b,83b,39.000000
80b,84a,27.000000
80b,84b,16.000000
80b,85a,29.000000
80b,85b,21.000000
80b,86a,24.000000
80b,86b,24.000000
80b,87a,30.000000
80b,87b,23.000000
80b,88a,28.000000
80b,88b,35.000000
80b,89a,22.000000
80b,89b,24.000000
80b,8a,22.000000
80b,8b,35.000000
80b,90a,22.000000
80b,90b,29.000000
80b,91a,24.000000
80b,91b,30.000000
80b,92a,24.000000
80b,92b,21.000000
80b,93a,27.000000
80b,93b,24.000000
80b,94a,25.000000
80b,94b,27.000000
80b,95a,22.000000
80b,95b,44.000000
80b,96a,35.000000
80b,96b,26.000000
80b,97a,21.000000
80b,97b,35.000000
80b,98a,43.000000
80b,98b,42.000000
80b,99a,21.000000
80b,99b,21.000000
80b,9a,22.000000
80b,9b,17.000000
81a,81b,27.000000
81a,82a,34.000000
81a,82b,29.000000
81a,83a,29.000000
81a,83b,31.000000
81a,84a,29.000000
81a,84b,29.000000
81a,85a,24.000000
81a,85b,29.000000
81a,86a,31.000000
81a,86b,31.000000
81a,87a,41.000000
81a,87b,26.000000
81a,88a,29.000000
81a,88b,43.000000
81a,89a,24.000000
81a,89b,27.000000
81a,8a,22.000000
81a,8b,31.000000
81a,90a,31.000000
81a,90b,32.000000
81a,91a,29.000000
81a,91b,30.000000
81a,92a,28.000000
81a,92b,28.000000
81a,93a,27.000000
81a,93b,30.000000
81a,94a,32.000000
81a,94b,30.000000
81a,95a,25.000000
81a,95b,43.000000
81a,96a,40.000000
81a,96b,23.000000
81a,97a,23.000000
81a,97b,27.000000
81a,98a,37.000000
81a,98b,33.000000
81a,99a,23.000000
81a,99b,26.000000
81a,9a,27.000000
81a,9b,21.000000
81b,82a,24.000000
81b,82b,23.000000
81b,83a,24.000000
81b,83b,29.000000
81b,84a,18.000000
81b,84b,22.000000
81b,85a,25.000000
81b,85b,15.000000
81b,86a,26.000000
81b,86b,25.000000
81b,87a,31.000000
81b,87b,35.000000
81b,88a,26.000000
81b,88b,32.000000
81b,89a,22.000000
81b,89b,26.000000
81b,8a,19.000000
81b,8b,32.000000
81b,90a,37.000000
81b,90b,32.000000
81b,91a,23.000000
81b,91b,24.000000
81b,92a,23.000000
81b,92b,14.000000
81b,93a,25.000000
81b,93b,22.000000
81b,94a,25.000000
81b,94b,28.000000
81b,95a,23.000000
81b,95b,46.000000
81b,96a,45.000000
81b,96b,21.000000
81b,97a,20.000000
81b,97b,26.000000
81b,98a,43.000000
81b,98b,32.000000
81b,99a,19.000000
81b,99b,20.000000
81b,9a,20.000000
81b,9b,23.000000
82a,82b,28.000000
82a,83a,18.000000
82a,83b,34.000000
82a,84a,18.000000
82a,84b,24.000000
82a,85a,34.000000
82a,85b,22.000000
82a,86a,17.000000
82a,86b,16.000000
82a,87a,29.000000
82a,87b,36.000000
82a,88a,22.000000
82a,88b,40.000000
82a,89a,18.000000
82a,89b,28.000000
82a,8a,18.000000
82a,8b,27.000000
82a,90a,30.000000
82a,90b,36.000000
82a,91a,18.000000
82a,91b,29.000000
82a,92a,24.000000
82a,92b,19.000000
82a,93a,21.000000
82a,93b,23.000000
82a,94a,15.000000
82a,94b,27.000000
82a,95a,22.000000
82a,95b,47.000000
82a,96a,40.000000
82a,96b,25.000000
82a,97a,20.000000
82a,97b,31.000000
82a,98a,41.000000
82a,98b,37.000000
82a,99a,20.000000
82a,99b,24.000000
82a,9a,22.000000
82a,9b,24.000000
82b,83a,25.000000
82b,83b,32.000000
82b,84a,30.000000
82b,84b,28.000000
82b,85a,28.000000
82b,85b,30.000000
82b,86a,30.000000
82b,86b,28.000000
82b,87a,28.000000
82b,87b,27.000000
82b,88a,26.000000
82b,88b,36.000000
82b,89a,24.000000
82b,89b,25.000000
82b,8a,26.000000
82b,8b,23.000000
82b,90a,27.000000
82b,90b,27.000000
82b,91a,23.000000
82b,91b,28.000000
82b,92a,18.000000
82b,92b,30.000000
82b,93a,25.000000
82b,93b,28.000000
82b,94a,30.000000
82b,94b,30.000000
82b,95a,25.000000
82b,95b,41.000000
82b,96a,42.000000
82b,96b,22.000000
82b,97a,22.000000
82b,97b,29.000000
82b,98a,40.000000
82b,98b,35.000000
82b,99a,30.000000
82b,99b,25.000000
82b,9a,27.000000
82b,9b,28.000000
83a,83b,42.000000
83a,84a,23.000000
83a,84b,21.000000
83a,85a,32.000000
83a,85b,21.000000
83a,86a,19.000000
83a,86b,22.000000
83a,87a,27.000000
83a,87b,32.000000
83a,88a,27.000000
83a,88b,27.000000
83a,89a,23.000000
83a,89b,25.000000
83a,8a,18.000000
83a,8b,32.000000
83a,90a,36.000000
83a,90b,36.000000
83a,91a,26.000000
83a,91b,24.000000
83a,92a,22.000000
83a,92b,24.000000
83a,93a,28.000000
83a,93b,19.000000
83a,94a,13.000000
83a,94b,25.000000
83a,95a,21.000000
83a,95b,44.000000
83a,96a,32.000000
83a,96b,29.000000
83a,97a,20.000000
83a,97b,35.000000
83a,98a,43.000000
83a,98b,44.000000
83a,99a,23.500000
83a,99b,22.000000
83a,9a,17.000000
83a,9b,15.000000
83b,84a,46.000000
83b,84b,33.000000
83b,85a,27.000000
83b,85b,42.000000
83b,86a,25.000000
83b,86b,20.000000
83b,87a,47.000000
83b,87b,35.000000
83b,88a,45.000000
83b,88b,37.000000
83b,89a,20.000000
83b,89b,24.000000
83b,8a,26.000000
83b,8b,30.000000
83b,90a,39.000000
83b,90b,32.000000
83b,91a,22.000000
83b,91b,32.000000
83b,92a,30.000000
83b,92b,18.000000
83b,93a,26.000000
83b,93b,24.000000
83b,94a,36.000000
83b,94b,37.000000
83b,95a,35.000000
83b,95b,45.000000
83b,96a,61.000000
83b,96b,20.000000
83b,97a,45.000000
83b,97b,24.000000
83b,98a,46.000000
83b,98b,22.000000
83b,99a,43.000000
83b,99b,36.000000
83b,9a,48.000000
83b,9b,34.000000
84a,84b,20.000000
84a,85a,36.000000
84a,85b,26.000000
84a,86a,21.000000
84a,86b,26.000000
84a,87a,23.000000
84a,87b,34.000000
84a,88a,19.000000
84a,88b,37.000000
84a,89a,27.000000
84a,89b,29.000000
84a,8a,20.000000
84a,8b,38.000000
84a,90a,38.000000
84a,90b,32.000000
84a,91a,30.000000
84a,91b,30.000000
84a,92a,26.000000
84a,92b,28.000000
84a,93a,32.000000
84a,93b,23.000000
84a,94a,24.000000
84a,94b,26.000000
84a,95a,20.000000
84a,95b,39.000000
84a,96a,33.000000
84a,96b,33.000000
84a,97a,24.000000
84a,97b,39.000000
84a,98a,41.000000
84a,98b,45.000000
84a,99a,27.000000
84a,99b,20.000000
84a,9a,27.000000
84a,9b,25.000000
84b,85a,24.000000
84b,85b,20.000000
84b,86a,21.000000
84b,86b,15.000000
84b,87a,27.000000
84b,87b,30.000000
84b,88a,28.000000
84b,88b,27.000000
84b,89a,22.000000
84b,89b,27.000000
84b,8a,21.000000
84b,8b,38.000000
84b,90a,32.000000
84b,90b,36.000000
84b,91a,25.000000
84b,91b,30.000000
84b,92a,21.000000
84b,92b,19.000000
84b,93a,27.000000
84b,93b,20.000000
84b,94a,17.000000
84b,94b,20.000000
84b,95a,27.000000
84b,95b,48.000000
84b,96a,41.000000
84b,96b,25.000000
84b,97a,23.000000
84b,97b,30.000000
84b,98a,44.500000
84b,98b,36.000000
84b,99a,23.000000
84b,99b,23.000000
84b,9a,26.000000
84b,9b,23.000000
85a,85b,32.000000
85a,86a,33.000000
85a,86b,33.000000
85a,87a,35.000000
85a,87b,22.000000
85a,88a,35.000000
85a,88b,43.000000
85a,89a,25.000000
85a,89b,26.000000
85a,8a,22.000000
85a,8b,26.000000
85a,90a,33.000000
85a,90b,31.000000
85a,91a,31.000000
85a,91b,25.000000
85a,92a,24.000000
85a,92b,18.000000
85a,93a,28.000000
85a,93b,29.000000
85a,94a,34.000000
85a,94b,27.000000
85a,95a,25.000000
85a,95b,47.000000
85a,96a,56.000000
85a,96b,23.000000
85a,97a,36.000000
85a,97b,23.000000
85a,98a,47.000000
85a,98b,27.000000
85a,99a,38.000000
85a,99b,26.000000
85a,9a,38.000000
85a,9b,24.000000
85b,86a,19.000000
85b,86b,22.000000
85b,87a,32.000000
85b,87b,37.000000
85b,88a,30.000000
85b,88b,37.000000
85b,89a,25.000000
85b,89b,29.000000
85b,8a,22.000000
85b,8b,37.000000
85b,90a,38.000000
85b,90b,37.500000
85b,91a,29.000000
85b,91b,29.000000
85b,92a,29.000000
85b,92b,24.000000
85b,93a,28.000000
85b,93b,25.000000
85b,94a,22.000000
85b,94b,30.000000
85b,95a,25.000000
85b,95b,48.000000
85b,96a,32.000000
85b,96b,29.000000
85b,97a,23.000000
85b,97b,35.000000
85b,98a,44.500000
85b,98b,44.000000
85b,99a,23.000000
85b,99b,28.500000
85b,9a,18.000000
85b,9b,20.000000
86a,86b,18.000000
86a,87a,35.000000
86a,87b,36.000000
86a,88a,25.000000
86a,88b,32.000000
86a,89a,19.000000
86a,89b,29.000000
86a,8a,18.000000
86a,8b,31.000000
86a,90a,37.000000
86a,90b,37.000000
86a,91a,16.000000
86a,91b,23.000000
86a,92a,24.000000
86a,92b,21.000000
86a,93a,24.000000
86a,93b,25.000000
86a,94a,13.000000
86a,94b,27.000000
86a,95a,22.000000
86a,95b,33.000000
86a,96a,49.000000
86a,96b,26.000000
86a,97a,21.000000
86a,97b,28.000000
86a,98a,40.000000
86a,98b,28.000000
86a,99a,23.000000
86a,99b,26.000000
86a,9a,23.000000
86a,9b,21.000000
86b,87a,40.000000
86b,87b,35.000000
86b,88a,27.000000
86b,88b,30.000000
86b,89a,22.000000
86b,89b,26.000000
86b,8a,20.000000
86b,8b,38.000000
86b,90a,38.000000
86b,90b,38.000000
86b,91a,20.000000
86b,91b,28.000000
86b,92a,25.000000
86b,92b,19.000000
86b,93a,26.000000
86b,93b,23.000000
86b,94a,16.000000
86b,94b,29.000000
86b,95a,24.000000
86b,95b,48.000000
86b,96a,54.000000
86b,96b,27.000000
86b,97a,26.000000
86b,97b,27.000000
86b,98a,44.000000
86b,98b,25.000000
86b,99a,28.000000
86b,99b,25.000000
86b,9a,28.000000
86b,9b,21.000000
87a,87b,18.000000
87a,88a,24.000000
87a,88b,31.000000
87a,89a,41.000000
87a,89b,36.000000
87a,8a,35.000000
87a,8b,37.000000
87a,90a,26.000000
87a,90b,30.000000
87a,91a,44.000000
87a,91b,34.000000
87a,92a,30.000000
87a,92b,39.000000
87a,93a,46.000000
87a,93b,34.000000
87a,94a,26.000000
87a,94b,27.000000
87a,95a,30.000000
87a,95b,42.000000
87a,96a,33.000000
87a,96b,43.000000
87a,97a,25.000000
87a,97b,53.000000
87a,98a,40.000000
87a,98b,54.000000
87a,99a,27.000000
87a,99b,28.000000
87a,9a,38.000000
87a,9b,38.000000
87b,88a,37.000000
87b,88b,30.000000
87b,89a,33.000000
87b,89b,26.000000
87b,8a,28.000000
87b,8b,25.000000
87b,90a,31.000000
87b,90b,25.000000
87b,91a,36.000000
87b,91b,32.000000
87b,92a,36.000000
87b,92b,27.000000
87b,93a,35.000000
87b,93b,22.000000
87b,94a,37.000000
87b,94b,33.000000
87b,95a,27.000000
87b,95b,45.000000
87b,96a,34.000000
87b,96b,31.000000
87b,97a,31.000000
87b,97b,40.000000
87b,98a,44.000000
87b,98b,41.000000
87b,99a,29.000000
87b,99b,33.000000
87b,9a,35.000000
87b,9b,26.000000
88a,88b,28.000000
88a,89a,26.000000
88a,89b,25.000000
88a,8a,27.000000
88a,8b,36.000000
88a,90a,38.000000
88a,90b,36.000000
88a,91a,29.000000
88a,91b,28.000000
88a,92a,25.000000
88a,92b,27.000000
88a,93a,31.000000
88a,93b,26.000000
88a,94a,18.000000
88a,94b,22.000000
88a,95a,22.000000
88a,95b,33.000000
88a,96a,29.000000
88a,96b,32.000000
88a,97a,26.000000
88a,97b,38.000000
88a,98a,37.000000
88a,98b,44.000000
88a,99a,27.000000
88a,99b,28.000000
88a,9a,36.000000
88a,9b,31.000000
88b,89a,35.000000
88b,89b,30.000000
88b,8a,35.000000
88b,8b,32.000000
88b,90a,33.000000
88b,90b,36.000000
88b,91a,37.000000
88b,91b,33.000000
88b,92a,31.000000
88b,92b,30.000000
88b,93a,42.000000
88b,93b,27.000000
88b,94a,34.000000
88b,94b,38.000000
88b,95a,42.000000
88b,95b,44.000000
88b,96a,44.000000
88b,96b,37.000000
88b,97a,37.000000
88b,97b,36.000000
88b,98a,45.000000
88b,98b,42.000000
88b,99a,39.000000
88b,99b,28.000000
88b,9a,38.000000
88b,9b,38.000000
89a,89b,24.000000
89a,8a,20.000000
89a,8b,23.000000
89a,90a,32.000000
89a,90b,35.000000
89a,91a,19.000000
89a,91b,24.000000
89a,92a,22.000000
89a,92b,24.000000
89a,93a,23.000000
89a,93b,22.000000
89a,94a,22.500000
89a,94b,21.000000
89a,95a,22.500000
89a,95b,39.000000
89a,96a,55.000000
89a,96b,20.000000
89a,97a,27.000000
89a,97b,24.000000
89a,98a,41.000000
89a,98b,22.000000
89a,99a,29.000000
89a,99b,24.000000
89a,9a,29.000000
89a,9b,19.000000
89b,8a,26.000000
89b,8b,28.000000
89b,90a,26.000000
89b,90b,25.000000
89b,91a,23.000000
89b,91b,28.000000
89b,92a,23.000000
89b,92b,29.000000
89b,93a,25.000000
89b,93b,26.000000
89b,94a,29.000000
89b,94b,29.000000
89b,95a,24.000000
89b,95b,43.000000
89b,96a,54.000000
89b,96b,26.000000
89b,97a,27.000000
89b,97b,24.000000
89b,98a,38.000000
89b,98b,26.000000
89b,99a,29.000000
89b,99b,26.000000
89b,9a,28.000000
89b,9b,26.000000
8a,8b,28.000000
8a,90a,34.000000
8a,90b,33.000000
8a,91a,17.000000
8a,91b,20.000000
8a,92a,23.000000
8a,92b,22.000000
8a,93a,26.000000
8a,93b,24.000000
8a,94a,21.000000
8a,94b,33.000000
8a,95a,28.000000
8a,95b,45.000000
8a,96a,48.000000
8a,96b,22.000000
8a,97a,20.000000
8a,97b,23.000000
8a,98a,44.500000
8a,98b,29.000000
8a,99a,26.000000
8a,99b,22.000000
8a,9a,22.000000
8a,9b,19.000000
8b,90a,23.000000
8b,90b,19.000000
8b,91a,24.000000
8b,91b,27.000000
8b,92a,37.000000
8b,92b,30.000000
8b,93a,38.000000
8b,93b,38.000000
8b,94a,37.000000
8b,94b,31.000000
8b,95a,38.000000
8b,95b,46.000000
8b,96a,44.000000
8b,96b,20.000000
8b,97a,29.000000
8b,97b,26.000000
8b,98a,43.000000
8b,98b,37.000000
8b,99a,36.000000
8b,99b,36.000000
8b,9a,38.000000
8b,9b,35.000000
90a,90b,21.000000
90a,91a,36.000000
90a,91b,33.000000
90a,92a,36.000000
90a,92b,34.000000
90a,93a,39.000000
90a,93b,29.000000
90a,94a,33.000000
90a,94b,37.000000
90a,95a,34.000000
90a,95b,46.000000
90a,96a,44.000000
90a,96b,35.000000
90a,97a,39.500000
90a,97b,34.000000
90a,98a,40.000000
90a,98b,39.000000
90a,99a,32.000000
90a,99b,37.000000
90a,9a,32.000000
90a,9b,34.000000
90b,91a,35.000000
90b,91b,30.000000
90b,92a,37.000000
90b,92b,38.000000
90b,93a,36.000000
90b,93b,34.000000
90b,94a,38.000000
90b,94b,35.000000
90b,95a,38.500000
90b,95b,45.000000
90b,96a,38.000000
90b,96b,24.500000
90b,97a,34.000000
90b,97b,34.000000
90b,98a,42.000000
90b,98b,37.000000
90b,99a,30.000000
90b,99b,38.000000
90b,9a,37.000000
90b,9b,34.000000
91a,91b,20.000000
91a,92a,19.000000
91a,92b,18.000000
91a,93a,20.000000
91a,93b,20.000000
91a,94a,20.000000
91a,94b,21.000000
91a,95a,19.000000
91a,95b,34.000000
91a,96a,58.000000
91a,96b,22.000000
91a,97a,30.000000
91a,97b,25.000000
91a,98a,41.000000
91a,98b,23.000000
91a,99a,32.000000
91a,99b,23.000000
91a,9a,32.000000
91a,9b,21.000000
91b,92a,30.000000
91b,92b,29.000000
91b,93a,27.000000
91b,93b,28.000000
91b,94a,29.000000
91b,94b,32.000000
91b,95a,27.000000
91b,95b,37.000000
91b,96a,42.000000
91b,96b,29.000000
91b,97a,21.000000
91b,97b,29.000000
91b,98a,41.000000
91b,98b,35.000000
91b,99a,27.000000
91b,99b,28.000000
91b,9a,27.000000
91b,9b,27.000000
92a,92b,25.000000
92a,93a,24.000000
92a,93b,26.000000
92a,94a,25.000000
92a,94b,23.000000
92a,95a,20.000000
92a,95b,48.000000
92a,96a,44.000000
92a,96b,25.000000
92a,97a,19.000000
92a,97b,27.000000
92a,98a,41.000000
92a,98b,33.000000
92a,99a,24.000000
92a,99b,21.000000
92a,9a,26.000000
92a,9b,22.000000
92b,93a,23.000000
92b,93b,17.000000
92b,94a,19.000000
92b,94b,26.000000
92b,95a,23.000000
92b,95b,46.000000
92b,96a,53.000000
92b,96b,27.000000
92b,97a,28.000000
92b,97b,25.000000
92b,98a,41.000000
92b,98b,21.000000
92b,99a,30.000000
92b,99b,18.000000
92b,9a,30.000000
92b,9b,16.000000
93a,93b,24.000000
93a,94a,22.000000
93a,94b,25.000000
93a,95a,21.000000
93a,95b,34.000000
93a,96a,60.000000
93a,96b,25.000000
93a,97a,32.000000
93a,97b,27.000000
93a,98a,43.000000
93a,98b,23.000000
93a,99a,34.000000
93a,99b,27.000000
93a,9a,34.000000
93a,9b,21.000000
93b,94a,24.000000
93b,94b,27.000000
93b,95a,20.000000
93b,95b,34.000000
93b,96a,48.000000
93b,96b,24.000000
93b,97a,23.000000
93b,97b,25.000000
93b,98a,42.500000
93b,98b,26.000000
93b,99a,26.000000
93b,99b,18.000000
93b,9a,27.000000
93b,9b,28.000000
94a,94b,24.000000
94a,95a,23.000000
94a,95b,39.000000
94a,96a,38.000000
94a,96b,27.000000
94a,97a,19.000000
94a,97b,33.000000
94a,98a,37.000000
94a,98b,39.000000
94a,99a,20.000000
94a,99b,25.000000
94a,9a,20.000000
94a,9b,22.000000
94b,95a,19.000000
94b,95b,40.000000
94b,96a,37.000000
94b,96b,38.000000
94b,97a,23.000000
94b,97b,34.000000
94b,98a,39.000000
94b,98b,40.000000
94b,99a,20.000000
94b,99b,22.000000
94b,9a,38.000000
94b,9b,37.000000
95a,95b,45.000000
